id,host_since,property_type,room_type,price,number_of_reviews,review_scores_rating,reviews_per_month
1921670,11/12/13,Apartment,Entire home/apt,$99.00,41,95,5.35
1778910,10/9/13,Apartment,Entire home/apt,$89.00,88,80,5.34
6893613,5/6/15,House,Entire home/apt,$99.00,16,98,5.33
5047780,8/22/13,Apartment,Shared room,$50.00,40,93,5.33
5210190,9/13/13,Apartment,Entire home/apt,$124.00,35,99,5.33
4745281,1/4/13,Apartment,Entire home/apt,$275.00,26,98,5.31
4150121,5/22/12,Apartment,Entire home/apt,$129.00,62,96,5.31
3499103,7/3/14,Apartment,Private room,$50.00,71,91,5.3
6134806,8/28/12,Apartment,Entire home/apt,$149.00,24,93,5.29
1551826,8/19/13,Apartment,Entire home/apt,$200.00,132,97,5.27
6993387,3/24/14,Apartment,Entire home/apt,$185.00,16,91,5.27
1268060,5/8/13,Apartment,Entire home/apt,$88.00,143,91,5.26
7411167,11/29/11,Condominium,Entire home/apt,$130.00,10,98,5.26
4956371,1/3/15,Apartment,Entire home/apt,$80.00,39,89,5.25
2670087,3/29/14,Loft,Private room,$75.00,88,88,5.25
2658946,12/1/13,Apartment,Entire home/apt,$222.00,95,98,5.24
3760040,6/2/14,Apartment,Private room,$88.00,74,93,5.22
2601313,1/4/13,Apartment,Entire home/apt,$225.00,96,96,5.21
4979245,1/6/15,Apartment,Private room,$55.00,34,97,5.2
6621144,8/23/14,Apartment,Private room,$70.00,20,96,5.17
5882597,4/3/15,Apartment,Private room,$95.00,22,97,5.16
7097488,6/4/15,House,Entire home/apt,$195.00,16,98,5.16
2515100,4/27/13,Apartment,Private room,$40.00,97,94,5.15
482486,5/16/12,Apartment,Private room,$60.00,210,94,5.15
4412011,7/8/14,Apartment,Private room,$75.00,35,93,5.15
6822859,3/16/11,Loft,Private room,$90.00,12,97,5.14
3159098,5/27/14,Apartment,Entire home/apt,$105.00,19,97,5.14
5380466,1/13/15,House,Private room,$50.00,33,96,5.13
7787194,10/30/14,Apartment,Private room,$89.00,7,77,5.12
2011301,2/20/13,House,Private room,$75.00,112,92,5.1
7747918,7/23/15,Apartment,Private room,$50.00,9,89,5.09
7548108,12/15/13,Condominium,Private room,$90.00,11,98,5.08
6027721,8/15/13,Apartment,Entire home/apt,$225.00,11,96,5.08
6837183,6/14/15,Apartment,Entire home/apt,$85.00,14,91,5.06
5847065,3/31/15,Bed & Breakfast,Private room,$100.00,26,87,5.06
7309960,7/30/12,House,Private room,$55.00,13,97,5.06
5977874,6/16/14,Apartment,Entire home/apt,$115.00,17,98,5.05
3534562,3/26/12,Apartment,Entire home/apt,$175.00,65,98,5.04
6152295,5/23/14,Apartment,Private room,$89.00,25,99,5.03
4912516,10/2/14,Apartment,Entire home/apt,$165.00,35,98,5.02
3053027,5/14/14,Apartment,Private room,$72.00,63,92,5.01
3798482,4/10/11,Apartment,Private room,$50.00,5,100,5
7752313,7/3/15,Apartment,Private room,$42.00,5,92,5
7989457,11/30/14,Apartment,Private room,$70.00,5,84,5
5056368,2/9/14,Apartment,Private room,$88.00,5,84,5
8017014,4/13/13,Apartment,Entire home/apt,$195.00,5,92,5
8194231,4/9/14,Apartment,Private room,$75.00,5,92,5
8161733,5/1/14,Apartment,Entire home/apt,$128.00,5,100,5
7866116,8/14/15,Apartment,Private room,$95.00,7,93,5
8336798,5/3/15,Apartment,Shared room,$59.00,5,100,5
7697992,8/3/15,Apartment,Shared room,$115.00,5,96,5
7859058,8/13/15,Apartment,Entire home/apt,$168.00,5,96,5
8453586,9/18/15,Apartment,Private room,$50.00,5,100,5
7055162,6/17/13,Apartment,Shared room,$77.00,8,100,5
7999068,6/23/15,Apartment,Entire home/apt,$215.00,5,100,5
8225872,9/4/15,Apartment,Entire home/apt,$75.00,5,95,5
8170822,1/4/13,Apartment,Entire home/apt,$275.00,5,92,5
8104401,4/30/15,Apartment,Entire home/apt,$130.00,5,92,5
6227959,11/28/14,Apartment,Entire home/apt,$160.00,25,90,5
8328959,8/31/13,Apartment,Private room,$75.00,5,92,5
8234710,7/28/15,Apartment,Private room,$40.00,5,92,5
8184419,2/8/14,Apartment,Private room,$74.00,5,100,5
7346446,10/8/13,Boat,Entire home/apt,$495.00,5,92,5
7981507,6/24/14,Apartment,Private room,$35.00,5,100,5
8151791,1/7/14,Apartment,Private room,$49.00,5,96,5
8194270,9/2/15,Townhouse,Private room,$45.00,5,100,5
7577724,7/27/15,Apartment,Entire home/apt,$85.00,5,92,5
4924411,6/3/13,Apartment,Private room,$42.00,28,94,5
7542698,7/25/15,Apartment,Entire home/apt,$105.00,5,92,5
8055273,12/11/14,Apartment,Private room,$81.00,5,100,5
7597544,6/27/12,House,Private room,$75.00,5,100,5
1301530,1/4/13,Apartment,Entire home/apt,$225.00,125,93,4.99
3430491,6/14/12,Loft,Private room,$88.00,75,97,4.96
1327445,4/12/13,Apartment,Private room,$60.00,130,99,4.95
1859550,9/19/11,Apartment,Entire home/apt,$150.00,102,98,4.95
6925230,12/18/14,Apartment,Entire home/apt,$110.00,16,95,4.95
5748954,2/8/15,Apartment,Entire home/apt,$85.00,15,100,4.95
5602045,7/23/14,Apartment,Private room,$55.00,12,100,4.93
6344612,9/10/14,Apartment,Entire home/apt,$110.00,23,94,4.93
4848453,12/17/14,Apartment,Private room,$96.00,44,93,4.93
7318034,5/2/13,House,Private room,$70.00,10,100,4.92
39742,7/18/10,Apartment,Private room,$90.00,298,93,4.92
7623005,10/6/12,Apartment,Entire home/apt,$64.00,10,96,4.92
3821374,8/7/14,Apartment,Private room,$50.00,68,95,4.92
6730092,6/7/15,Loft,Private room,$100.00,18,94,4.91
2634582,3/24/14,Apartment,Private room,$59.00,88,92,4.91
7733798,4/16/13,Apartment,Entire home/apt,$165.00,9,100,4.91
5537682,3/3/15,House,Entire home/apt,$275.00,18,96,4.91
7545139,6/8/14,Apartment,Entire home/apt,$150.00,9,91,4.91
5276121,8/29/12,Apartment,Entire home/apt,$175.00,33,95,4.9
4171773,3/22/14,Apartment,Private room,$50.00,17,96,4.9
6911833,4/11/15,Apartment,Private room,$20.00,15,87,4.89
7774124,2/10/14,Apartment,Private room,$70.00,7,91,4.88
5727786,9/18/14,Apartment,Entire home/apt,$75.00,31,92,4.87
7493754,6/25/15,Apartment,Private room,$36.00,6,97,4.86
350347,7/20/11,Loft,Entire home/apt,$165.00,212,98,4.86
7509321,7/22/15,Condominium,Entire home/apt,$189.00,10,96,4.84
7457415,7/20/15,Apartment,Entire home/apt,$85.00,10,96,4.84
3898355,10/9/13,Apartment,Entire home/apt,$79.00,66,86,4.84
6693367,6/3/15,Condominium,Private room,$85.00,18,98,4.82
6032906,12/2/12,Apartment,Private room,$53.00,27,96,4.82
6850175,10/15/14,Condominium,Entire home/apt,$139.00,16,95,4.8
3563297,4/27/13,Apartment,Private room,$55.00,71,94,4.8
4217695,9/28/14,Apartment,Entire home/apt,$90.00,55,93,4.8
6794743,6/15/13,Apartment,Entire home/apt,$175.00,15,95,4.79
2652283,9/25/13,Loft,Private room,$143.00,87,97,4.79
6390952,6/17/12,Apartment,Entire home/apt,$150.00,22,94,4.78
6846584,6/15/15,Apartment,Private room,$118.00,11,98,4.78
7200687,1/2/15,Apartment,Entire home/apt,$159.00,11,96,4.78
6377862,5/31/11,House,Private room,$70.00,22,90,4.78
