id,host_since,property_type,room_type,price,number_of_reviews,review_scores_rating,reviews_per_month
6603376,7/6/14,House,Entire home/apt,$252.00,32,99,4.4
6445769,6/10/12,House,Entire home/apt,$100.00,33,88,4.4
910784,3/2/12,House,Entire home/apt,$125.00,132,95,4.39
3200646,10/30/12,Camper/RV,Private room,$45.00,80,95,4.38
5874421,8/30/13,Apartment,Entire home/apt,$139.00,39,98,4.38
6555128,11/6/13,Apartment,Entire home/apt,$160.00,32,91,4.38
1820794,10/20/13,Apartment,Entire home/apt,$99.00,106,99,4.37
5578943,1/24/15,House,Private room,$79.00,36,97,4.37
5415077,1/22/15,Condominium,Private room,$95.00,43,95,4.37
4707171,8/26/12,Apartment,Entire home/apt,$110.00,53,92,4.37
6153532,5/9/12,House,Private room,$118.00,30,99,4.37
4968752,1/4/15,House,Entire home/apt,$100.00,48,98,4.36
6278361,5/16/12,Apartment,Shared room,$40.00,34,98,4.36
6958603,10/30/12,House,Private room,$53.00,26,96,4.36
2526405,3/20/13,House,Private room,$80.00,95,96,4.36
7680289,8/2/15,Apartment,Entire home/apt,$125.00,19,95,4.35
7110923,10/7/12,House,Entire home/apt,$196.00,10,98,4.35
1775016,8/22/13,House,Private room,$79.00,67,93,4.35
5683646,7/14/13,Apartment,Entire home/apt,$95.00,41,93,4.35
5183938,8/30/13,Apartment,Entire home/apt,$149.00,48,97,4.34
6134382,8/29/14,House,Private room,$59.00,36,98,4.34
6127974,4/21/15,Apartment,Entire home/apt,$75.00,36,95,4.34
6746826,6/8/15,Apartment,Entire home/apt,$129.00,18,97,4.32
5682316,1/6/13,Cabin,Entire home/apt,$85.00,36,98,4.32
7161897,7/10/13,House,Entire home/apt,$150.00,21,94,4.32
4279876,1/27/13,Apartment,Entire home/apt,$95.00,64,97,4.31
143580,5/16/11,House,Private room,$75.00,238,94,4.31
5021969,5/13/13,Apartment,Entire home/apt,$170.00,42,87,4.3
6823781,6/14/15,House,Entire home/apt,$89.00,28,95,4.29
1602488,8/30/13,House,Private room,$95.00,118,93,4.29
3033913,5/13/14,Condominium,Entire home/apt,$105.00,25,90,4.29
8866927,7/22/14,Bungalow,Entire home/apt,$65.00,5,100,4.29
490076,10/19/12,Apartment,Entire home/apt,$84.00,84,90,4.29
3053237,1/23/14,House,Entire home/apt,$149.00,85,99,4.28
3312406,6/13/14,House,Entire home/apt,$109.00,78,98,4.28
3959442,8/25/14,Apartment,Entire home/apt,$95.00,68,98,4.27
6404427,10/8/11,House,Entire home/apt,$275.00,28,99,4.26
557126,6/25/12,House,Private room,$90.00,175,97,4.26
6990477,8/30/13,Apartment,Entire home/apt,$183.00,26,98,4.24
6734621,5/16/15,Townhouse,Entire home/apt,$333.00,29,94,4.24
3791920,5/9/12,House,Entire home/apt,$99.00,70,97,4.23
8847108,4/17/13,Other,Entire home/apt,$85.00,11,98,4.23
7619060,2/12/14,House,Private room,$69.00,19,98,4.22
3139972,8/28/12,House,Shared room,$30.00,81,94,4.22
2898954,8/9/13,House,Private room,$69.00,18,98,4.22
2277640,1/8/13,House,Entire home/apt,$89.00,86,99,4.22
8392661,9/15/15,Apartment,Entire home/apt,$90.00,15,83,4.21
2620429,8/10/09,Apartment,Entire home/apt,$195.00,84,98,4.21
8409926,1/30/15,House,Private room,$35.00,15,92,4.21
7324041,1/15/13,House,Entire home/apt,$79.00,24,98,4.21
5682,3/3/09,Apartment,Entire home/apt,$48.00,297,96,4.21
3642289,6/28/14,House,Private room,$65.00,73,97,4.21
1750681,8/28/12,House,Private room,$52.00,80,96,4.2
8505940,4/7/15,House,Private room,$55.00,14,97,4.2
